 Which k-point you are on :            1
 ******************************* 
 ******************************* 
 start for in =               1
  Vcoulb n1   ig   ga  gb  gc      
     1.57563759       1    1549       0      -3      -2
     1.29451837       1    1550       1      -3      -2
     1.06588956       1    1551       2      -3      -2
     0.89330254       1    1552       3      -3      -2
     0.76346528       1    1553       4      -3      -2
     0.66407391       1    1554       5      -3      -2
     0.94538255       1    1555      -6      -3      -2
     1.13536772       1    1556      -5      -3      -2
     1.38389835       1    1557      -4      -3      -2
     1.67121603       1    1558      -3      -3      -2
     1.87828467       1    1559      -2      -3      -2
     1.83072544       1    1560      -1      -3      -2
     2.04681326       1    1561       0      -2      -2
     1.57563759       1    1562       1      -2      -2
     1.23427484       1    1563       2      -2      -2
     1.00023216       1    1564       3      -2      -2
     0.83560802       1    1565       4      -2      -2
     0.71532362       1    1566       5      -2      -2
     0.93914233       1    1567      -6      -2      -2
     1.14644474       1    1568      -5      -2      -2
     1.44731554       1    1569      -4      -2      -2
     1.87828467       1    1570      -3      -2      -2
     2.36345638       1    1571      -2      -2      -2
     2.46854968       1    1572      -1      -2      -2
     2.46854968       1    1573       0      -1      -2
     1.83072544       1    1574       1      -1      -2
     1.38389835       1    1575       2      -1      -2
     1.09406771       1    1576       3      -1      -2
     0.89866777       1    1577       4      -1      -2
     0.76016736       1    1578       5      -1      -2
     0.89866777       1    1579      -6      -1      -2
     1.09406771       1    1580      -5      -1      -2
     1.38389835       1    1581      -4      -1      -2
     1.83072544       1    1582      -3      -1      -2
     2.46854968       1    1583      -2      -1      -2
     2.89463108       1    1584      -1      -1      -2
     4.72691276       1    1585       0       0      -1
     2.89463108       1    1586       1       0      -1
     1.87828467       1    1587       2       0      -1
     1.36454218       1    1588       3       0      -1
     1.06588956       1    1589       4       0      -1
     0.87276411       1    1590       5       0      -1
     0.82284989       1    1591      -6       0      -1
     0.99285027       1    1592      -5       0      -1
     1.24854439       1    1593      -4       0      -1
     1.67121603       1    1594      -3       0      -1
     2.46854968       1    1595      -2       0      -1
     4.09362653       1    1596      -1       0      -1
     2.89463108       1    1597       0       1      -1
     2.46854968       1    1598       1       1      -1
     1.83072544       1    1599       2       1      -1
     1.38389835       1    1600       3       1      -1
     1.09406771       1    1601       4       1      -1
     0.89866777       1    1602       5       1      -1
     0.76016736       1    1603      -6       1      -1
     0.89866777       1    1604      -5       1      -1
     1.09406771       1    1605      -4       1      -1
     1.38389835       1    1606      -3       1      -1
     1.83072544       1    1607      -2       1      -1
     2.46854968       1    1608      -1       1      -1
     1.87828467       1    1609       0       2      -1
     1.83072544       1    1610       1       2      -1
     1.57563759       1    1611       2       2      -1
     1.29451837       1    1612       3       2      -1
     1.06588956       1    1613       4       2      -1
     0.89330254       1    1614       5       2      -1
     0.69443374       1    1615      -6       2      -1
     0.80282621       1    1616      -5       2      -1
     0.94538255       1    1617      -4       2      -1
     1.13536772       1    1618      -3       2      -1
     1.38389835       1    1619      -2       2      -1
     1.67121603       1    1620      -1       2      -1
     1.36454218       1    1621       0       3      -1
     1.38389835       1    1622       1       3      -1
     1.29451837       1    1623       2       3      -1
     1.14644474       1    1624       3       3      -1
     0.99285027       1    1625       4       3      -1
     0.85825732       1    1626       5       3      -1
     0.63166029       1    1627      -6       3      -1
     0.71532362       1    1628      -5       3      -1
     0.81872531       1    1629      -4       3      -1
     0.94538255       1    1630      -3       3      -1
     1.09406771       1    1631      -2       3      -1
     1.24854439       1    1632      -1       3      -1
     1.06588956       1    1633       0       4      -1
     1.09406771       1    1634       1       4      -1
     1.06588956       1    1635       2       4      -1
     0.99285027       1    1636       3       4      -1
     0.89866777       1    1637       4       4      -1
     0.80282621       1    1638       5       4      -1
     0.57463251       1    1639      -6       4      -1
     0.63931705       1    1640      -5       4      -1
     0.71532362       1    1641      -4       4      -1
     0.80282621       1    1642      -3       4      -1
     0.89866777       1    1643      -2       4      -1
     0.99285027       1    1644      -1       4      -1
     0.87276411       1    1645       0       5      -1
     0.89866777       1    1646       1       5      -1
